imdb_id,budget,revenue
tt0024188,0,0
tt0092564,0,0
tt0106959,0,0
tt0071508,0,0
tt0061634,0,4966
tt0061590,0,0
tt0061655,0,0
tt0065225,0,0
tt0397430,0,0
tt0018806,0,0
tt0023969,0,106318
tt0087288,0,0
tt0070073,0,0
tt0460800,0,0
tt0311159,0,0
tt1020766,0,0
tt0034786,0,0
tt0065738,0,0
tt0035899,0,0
tt0031951,0,127
tt0051667,0,0
tt0032145,0,624643
tt0032599,0,0
tt0033804,0,14110
tt0035575,0,0
tt0058557,0,0
tt0944839,0,0
tt0486192,0,0
tt0099819,0,16186793
tt0036931,0,0
tt0061683,0,0
tt0070074,0,0
tt0048424,0,6030
tt0174202,0,0
tt0049730,3750000,1071
tt0071519,0,0
tt0116356,0,0
tt0058073,0,0
tt0067017,0,0
tt0207957,0,0
tt0050894,0,0
tt0069762,0,54396
tt0183717,0,0
tt0065851,0,0
tt0322326,0,0
tt0063303,0,0
tt0060558,0,0
tt0095173,0,0
tt0164192,0,0
tt0428798,0,0
tt0069795,0,0
tt0051630,0,0
tt0082410,0,0
tt0059199,0,0
tt0064064,0,0
tt0211941,0,0
tt0184276,0,0
tt0092172,0,12000
tt0076881,0,0
tt0247751,0,0
tt0295601,0,0
tt0451060,0,0
tt0050531,0,0
tt0102545,0,0
tt0062159,0,0
tt0113105,0,0
tt0245291,0,0
tt0224299,0,0
tt0101911,0,0
tt0175621,0,0
tt0168122,0,0
tt0150633,0,0
tt0309554,0,0
tt0106316,0,0
tt0202358,0,0
tt0880617,0,0
tt0267506,0,0
tt0174658,0,0
tt0856201,0,0
tt0379593,0,394154
tt1055308,0,0
tt0977614,0,0
tt1181931,0,0
tt0391160,0,0
tt0402861,0,0
tt0034122,0,0
tt0105245,0,0
tt0463798,0,0
tt0011481,0,0
tt0862933,0,0
tt0068694,0,0
tt0061648,0,0
tt0040794,0,0
tt0301199,0,13904766
tt0068883,0,0
tt0059162,0,0
tt0062741,0,0
tt0023194,0,0
tt0064338,0,0
tt0080731,0,10697276
tt0035828,0,0
tt0032420,0,0
tt0406214,0,14804
tt0906734,0,1688551
tt0126388,0,0
tt0319531,0,490964
tt0057073,0,0
tt0123956,0,0
tt0062185,0,65232
tt0179435,0,0
tt0073335,0,0
tt0469939,0,0
tt0055118,0,0
tt1114752,0,0
tt0019509,0,0
tt0022827,0,0
tt0031851,0,0
tt0034570,0,0
tt0328723,0,0
tt0068458,0,0
tt0054086,0,0
tt0165999,0,0
tt0160139,0,0
tt0115725,0,4357406
tt0165445,0,0
tt0036962,0,0
tt0060782,0,669
tt0032871,0,0
tt0032412,0,0
tt0028358,0,0
tt0029162,0,0
tt0469111,0,0
tt0779982,0,4947717
tt0027623,0,0
tt0270950,0,0
tt0059903,0,0
tt0068595,0,0
tt0097365,0,0
tt0154409,0,0
tt0154339,0,0
tt0063652,0,0
tt0060303,0,0
tt0210595,0,0
tt0075792,0,0
tt0311247,0,0
tt0008338,0,0
tt0060274,0,0
tt0060929,0,0
tt0029927,0,0
tt0031106,0,0
tt0031108,0,0
tt0031107,0,0
tt0032261,0,0
tt0032263,0,0
tt0032262,0,0
tt0033404,0,0
tt0034526,0,0
tt0033403,0,0
tt0034525,0,0
tt0034527,0,0
tt0035895,0,0
tt0036049,0,0
tt0037866,0,0
tt0038367,0,0
tt0038368,0,0
tt0038691,0,0
tt0039200,0,0
tt0039201,0,0
tt0039202,0,0
tt0039203,0,0
tt0040173,0,0
tt0040174,0,0
tt0041188,0,0
tt0041189,0,0
tt0042243,0,0
tt0042263,0,0
tt0057426,0,0
tt0106387,0,23261580
tt0280491,0,1758689
tt0243791,0,0
tt0022700,0,0
tt0023817,0,0
tt0481976,0,0
tt0841084,0,366247
tt0138874,0,2021698
tt0071978,0,0
tt0067118,0,0
tt0399095,0,1465077
tt0174862,0,0
tt0074853,0,0
tt0079152,0,0
tt1024733,0,0
tt0105048,0,0
tt0212235,0,0
tt0985108,0,0
tt0128457,0,0
tt0256007,0,0
tt0329099,0,0
tt0295973,0,0
tt0212559,0,0
tt0138078,0,0
tt0299690,0,0
tt0065904,0,0
tt0487936,0,0
tt0094669,0,960040
tt0772193,0,15291277
tt0339531,0,0
tt0082379,0,0
tt0365653,0,17100
tt0827735,0,0
tt0092944,0,200723
tt0145038,0,0
tt0097883,0,5777099
tt0298068,0,0
tt0109275,0,0
tt0125211,0,0
tt0093582,0,0
tt0088888,0,0
tt0326820,0,0
tt0066113,0,0
tt0064775,0,0
tt0061647,0,0
tt0109526,0,0
tt0436660,0,0
tt0472109,0,0
tt1848913,0,0
tt0424880,0,2105096
tt0048680,0,0
tt0053316,0,0
tt0096453,0,0
tt0044967,0,0
tt0045162,0,16620
tt0043459,0,0
tt0044552,0,0
tt0465624,0,61108981
tt1134629,0,2860973
tt0077936,0,0
tt0105610,0,0
tt0857265,0,4889751
tt0060295,0,0
tt0989101,0,0
tt0102015,0,1318849
tt0026312,0,0
tt0058056,0,0
tt0072824,0,0
tt0446750,0,698544
tt0104444,0,0
tt0062979,0,0
tt0068688,0,0
tt0286947,7000000,369194
tt0083891,0,893967
tt1107809,0,0
tt1086724,0,0
tt0092641,0,4278150
tt0494716,0,0
tt0924134,0,0
tt0382765,0,6044112
tt0488508,0,1864636
tt0067773,0,0
tt0052270,0,0
tt0068226,0,0
tt0071385,0,0
tt0079428,0,0
tt1300240,0,0
tt0060268,0,1500
tt0110002,0,0
tt0795493,0,22687639
tt0048642,0,0
tt0048130,0,0
tt0053108,0,0
tt0048260,0,0
tt0492931,0,985207
tt0088038,0,0
tt0059219,0,0
tt0061075,0,0
tt0059403,0,0
tt0065501,0,0
tt0072263,0,0
tt0037515,0,0
tt0061405,0,214
tt0838233,0,1665585
tt0059905,0,0
tt0070325,0,0
tt0069947,0,0
tt0066053,0,0
tt0425600,0,7129
tt0107057,0,22866222
tt0074377,0,0
tt0097166,0,8125592
tt0051501,0,0
tt0053454,0,0
tt0064448,0,0
tt0063256,0,0
tt0051436,0,0
tt0062975,0,0
tt0061419,0,0
tt0049431,0,0
tt0058571,0,0
tt0060754,0,0
tt0062373,0,0
tt0293509,0,0
tt0119577,0,354004
tt2368852,0,0
tt0066317,0,0
tt0070915,0,0
tt0068617,0,0
tt0058398,0,0
tt0078227,0,37187139
tt0070680,0,0
tt0066365,0,0
tt0062626,0,0
tt0058754,0,0
tt0247196,0,8601053
tt0059783,0,0
tt0062341,0,0
tt0078339,0,0
tt2153454,0,0
tt0071658,0,0
tt0106335,0,0
tt0058672,0,0
tt0102087,0,0
tt0060288,0,0
tt0060214,0,0
tt0060330,0,0
tt0061450,0,0
tt0059014,0,0
tt0057918,0,0
tt0464196,0,5515163
tt0214228,0,0
tt0100448,0,0
tt1334581,0,0
tt0072848,0,42
tt0264365,0,0
tt0138322,0,0
tt0429715,0,2541675
tt0063240,0,0
tt0102856,0,0
tt0108054,0,0
tt0078846,0,0
tt0196388,0,0
tt0808285,0,346851
tt0064840,0,82
tt0253394,0,0
tt0069404,0,0
tt0108334,0,5516936
tt0210601,0,0
tt0020589,0,0
tt0076578,0,0
tt0065832,0,0
tt0080909,0,0
tt0266719,0,0
tt0105819,0,573904
tt0105227,0,0
tt0104155,0,0
tt0096324,0,1547397
tt0180846,0,0
tt0197770,0,0
tt0240500,0,0
tt0188055,0,0
tt0164221,0,74007
tt0867415,0,0
tt0316272,0,0
tt0205873,0,16578157
tt0178997,0,0
tt0272283,0,0
tt0100946,0,1218730
tt0120643,0,2287818
tt0055796,0,0
tt0408056,0,57684
tt0196267,0,0
tt0391891,0,0
tt0805566,0,0
tt0402057,0,92076
tt0270854,0,0
tt0102290,0,0
tt0847215,0,0
tt12598606,0,0
tt0306892,0,47636
tt0185382,0,0
tt0048281,0,50276
tt0060413,0,0
tt0087260,0,1467396
tt0177775,0,0
tt0043534,0,0
tt0846779,0,0
tt0231588,0,0
tt0018889,0,0
tt0311132,0,0
tt0062973,0,0
tt0298454,0,0
tt0192023,0,0
tt0930063,0,0
tt0462540,0,0
tt0472179,0,0
tt0076266,0,0
tt0095445,0,35000
tt0112820,0,0
tt0378867,0,248128
tt0065569,0,0
tt0064002,0,0
tt0054859,0,0
tt0054852,0,0
tt0056692,0,0
tt0347025,0,0
tt0052920,0,0
tt0057508,0,0
tt0054110,0,0
tt0075376,0,0
tt0050558,0,0
tt0069796,0,0
tt0157197,0,0
tt0091587,0,0
tt0078487,0,0
tt0074176,0,0
tt0199437,0,0
tt0299079,0,0
tt0179853,0,0
tt0119904,0,0
tt0090192,0,0
tt0096466,0,1152786
tt0089983,0,0
tt0086011,0,5563663
tt0105801,0,0
tt0068690,0,0
tt0270999,0,0
tt0928145,0,0
tt0000439,0,0
tt0065962,0,0
tt0300330,0,0
tt0185609,0,0
tt0152000,0,0
tt0250730,0,0
tt0092546,0,548696
tt0057133,0,0
tt0178506,0,0
tt0106216,0,0
tt0464105,0,55903
tt0059477,0,0
tt0059474,0,0
tt0073768,0,0
tt0060712,0,0
tt0301192,0,0
tt0071661,0,0
tt0076780,0,0
tt0100596,0,0
tt0086248,0,0
tt0086967,0,0
tt0090183,0,0
tt0058301,0,0
tt0064160,0,0
tt0832503,0,0
tt0058088,0,0
tt0067736,0,0
tt0061504,0,0
tt0061719,0,0
tt0091710,0,0
tt0216092,0,0
tt0244800,0,0
tt0091339,0,0
tt0092848,0,0
tt0099170,0,0
tt0110875,0,0
tt0103933,0,0
tt0113756,0,209935
tt0923600,0,140106
tt0218107,0,261155
tt0841108,0,26923
tt0119258,0,0
tt0107618,0,0
tt0272790,0,0
tt0097041,0,0
tt0062407,0,17808
tt0196373,0,0
tt0067660,0,0
tt0896332,0,0
tt0066479,0,0
tt0495195,0,0
tt0178315,0,0
tt0495692,0,0
tt0075801,0,0
tt0064934,0,0
tt0207568,0,0
tt1151319,0,0
tt4490586,0,0
tt0284946,0,0
tt0388193,0,0
tt0777219,0,0
tt0066219,0,0
tt0258465,0,0
tt0099173,0,1627955
tt0475962,0,0
tt0080031,0,0
tt0067334,0,0
tt0060748,0,0
tt0080907,0,16274150
tt0052862,0,0
tt0068786,0,0
tt0064886,0,0
tt0067784,0,0
tt0102810,0,0
tt0866437,0,7163566
tt0808331,0,719968
tt0376177,0,1050376
tt0303017,0,0
tt0098625,20000000,10555348
tt0084911,0,0
tt0295036,0,0
tt0048801,0,94
tt0365410,0,0
tt0063518,0,6292
tt0490133,0,0
tt0458735,0,0
tt0281820,30000000,5756945
tt0765447,0,20016753
tt0060094,0,0
tt0081163,0,11000000
tt0085296,0,0
tt0089640,0,0
tt0074937,0,38200
tt0025419,0,0
tt0968741,0,0
tt0120786,0,0
tt0021598,0,0
tt0021669,0,0
tt0076770,0,0
tt0480371,0,0
tt0480429,0,0
tt0090156,0,0
tt0201788,0,0
tt0090914,0,0
tt0091572,0,0
tt0279250,0,0
tt0426394,0,0
tt0295538,0,0
tt0780059,0,0
tt0011676,0,0
tt1153106,0,1569
tt0121210,0,0
tt0091574,0,0
tt0411327,0,0
tt0128170,0,0
tt0285039,0,0
tt0345176,0,0
tt0414428,0,0
tt0400922,0,0
tt0078188,0,0
tt0119947,0,0
tt0310924,0,2451607
tt0790665,0,8272729
tt0088841,0,0
tt0061858,0,0
tt0492753,0,0
tt0120747,0,98378
tt0278597,0,985672
tt0352642,0,0
tt0133189,0,299569
tt1094249,0,0
tt0117729,0,0
tt0111431,0,0
tt0365066,0,0
tt0301157,0,0
tt0102609,0,25682090
tt0972863,0,0
tt0114606,0,0
tt0099575,0,14760451
tt0457090,0,0
tt0074553,0,0
tt0156788,0,0
tt0389155,0,0
tt0989682,0,0
tt0082730,0,0
tt0198594,0,0
tt0245227,0,0
tt0087394,0,0
tt0054127,0,0
tt0102303,13000000,4102526
tt0045883,0,0
tt0796368,0,4778376
tt0197655,0,0
tt0090622,0,0
tt0052941,0,0
tt0109530,0,0
tt0053453,0,0
tt0233667,0,0
tt0054428,0,0
tt0043067,0,0
tt0081674,0,0
tt0112757,0,2568425
tt0080573,0,0
tt0305556,0,0
tt0082754,0,0
tt0116337,0,0
tt0380066,0,0
tt0091888,0,0
tt0480273,0,0
tt0072403,0,0
tt0325651,0,0
tt0120491,0,37621
tt0059252,0,0
tt0052564,0,0
tt0067983,0,0
tt0219813,0,0
tt0068427,0,0
tt0079302,400000,89134
tt0496436,0,8526917
tt0073901,0,0
tt0085404,0,0
tt0103670,0,384048
tt0497025,0,0
tt0406310,0,0
tt0190861,0,184301
tt1137455,0,0
tt2616454,0,0
tt0454539,0,0
tt1094588,0,0
tt0428251,0,881779
tt0097379,0,0
tt0108479,0,0
tt0253895,0,0
tt0090333,0,0
tt0090334,0,0
tt0471711,0,0
tt0037115,0,0
tt0086345,0,0
tt0768206,0,0
tt0822028,0,0
tt0316649,0,0
tt0228620,0,0
tt2865706,0,0
tt0415345,0,0
tt0448172,0,0
tt0484382,0,2972357
tt0117247,0,97529550
tt0385056,0,182378
tt0319970,0,0
tt0058530,0,0
tt0074670,0,0
tt0252963,0,0
tt0441761,0,427083
tt0070155,0,15327
tt0449061,0,20361
tt0432318,0,13836
tt0799976,0,48483
tt0204686,0,0
tt0484877,0,11690796
tt0425326,0,703324
tt0892888,0,0
tt0493126,0,0
tt0800187,0,0
tt0475953,0,0
tt0438427,30000000,2216
tt0468094,0,1513033
tt0099818,0,0
tt0807054,0,6645036
tt0383518,0,8486
tt0123977,0,0
tt0108330,0,4104962
tt0151691,0,354952
tt1054515,0,27048
tt0473488,0,2035468
tt0417614,0,6383
tt1160008,0,31278
tt0025452,0,149
tt0097858,0,0
tt0099012,0,7331647
tt0775529,0,10653221
tt0436058,0,0
tt0808146,0,0
tt0441754,0,0
tt1135092,0,1981134
tt0084329,0,9077269
tt0085615,0,15856028
tt0488988,0,187488
tt0460792,0,2209322
tt0316768,0,0
tt0072251,0,357
tt0120767,0,0
tt0399877,0,21054050
tt1031243,0,22083
tt0063236,0,0
tt0431114,0,0
tt0192962,0,0
tt0832266,0,55990299
tt0114916,0,919671
tt1223963,0,2299
tt0443693,0,6970
tt0480269,0,1469644
tt0100436,0,11541758
tt0423409,0,3931982
tt0074256,0,2838654
tt0112365,0,3414301
tt0278723,0,0
tt0096289,0,4870903
tt0159797,0,0
tt0102035,0,0
tt0860866,0,92767
tt0147004,0,4611784
tt1116806,0,12264
tt0381966,0,7480424
tt0497365,0,16549
tt0118892,0,4553271
tt0420901,0,558588
tt0768211,0,0
tt0268586,0,0
tt1016042,0,0
tt0758720,0,0
tt0064923,0,0
tt0126078,0,0
tt0060218,0,0
tt0057191,0,0
tt0494222,0,1298037
tt1279117,0,0
tt0114070,0,0
tt0180683,0,0
tt0896866,0,324217
tt1216508,0,0
tt0117979,0,34861807
tt0098141,0,0
tt0892255,0,34209066
tt0893402,0,1279576
tt0454976,0,684164
tt0385002,0,3814717
tt1224366,0,49971
tt1042424,0,213139
tt1032821,0,964920
tt0831884,0,1783226
tt0344864,0,0
tt0113690,0,13294422
tt0046534,0,0
tt0377752,0,1656829
tt0425624,0,0
tt0110516,0,18137661
tt0339840,0,187847
tt0469916,0,0
tt0400525,0,10156968
tt0183678,0,0
tt0892899,0,463377
tt0280720,0,24128852
tt0118643,0,0
tt0411427,0,0
tt0110737,0,20059210
tt0113501,0,36853222
tt0048696,0,0
tt0243017,0,3176880
tt0114682,0,47774193
tt0119227,0,0
tt0116130,0,37553752
tt0331811,0,3810792
tt0406728,0,2598616
tt0116531,0,21302121
tt0087803,0,8431544
tt1204913,0,0
tt0375735,0,1875649
tt0115438,0,11132210
tt0120901,0,9623329
tt0115744,0,2589012
tt0132910,0,0
tt0099160,0,8217997
tt0306734,0,12991996
tt0112750,0,0
tt0458455,0,28748076
tt0242193,0,704808
tt0221073,0,309580
tt0430674,0,5141916
tt0259393,0,15747450
tt0377084,0,20421130
tt0814040,0,0
tt0108171,0,18994653
tt0102789,0,21756163
tt0099939,0,2554476
tt0863037,0,0
tt0116075,0,0
tt0102555,0,14789113
tt0102744,0,21413105
tt0214874,0,0
tt0105046,0,5471088
tt0278731,10000000,5808941
tt0118708,0,31480418
tt0374584,0,0
tt0077937,0,0
tt0107659,0,27979399
tt0268437,0,5976023
tt0489070,0,0
tt0053143,0,0
tt0118025,0,0
tt0258470,13000000,5007898
tt0158371,0,4525794
tt0378947,0,20129327
tt0424938,5000000,130416
tt0094048,1000000,210200
tt0084814,0,9056073
tt0382189,0,2766976
tt0092534,0,3751699
tt0410650,0,0
tt0096098,0,29300090
tt0265591,0,308552
tt0417395,0,0
tt0407998,0,1337846
tt0120131,0,0
tt0094933,0,12706478
tt0424823,0,41739766
tt1278328,0,60115
tt0377309,0,558764
tt0430926,0,0
tt0412798,0,4598371
tt0807840,0,0
tt0466664,0,4043612
tt0481390,0,2249162
tt0822858,0,0
tt0420757,0,1165186
tt0364955,0,3306629
tt0130142,0,0
tt0124901,0,3121
tt0418627,0,0
tt0486656,0,0
tt0119670,0,2652246
tt0120751,90000000,50632037
tt0386504,0,197312
tt0365407,0,0
tt0449077,0,0
tt0294357,35000000,11705002
tt0787505,0,0
tt0488085,0,662081
tt0090180,0,17311746
tt0760187,0,20840
tt0479289,0,11931
tt0210070,0,2554
tt0105477,0,70611210
tt0074236,0,0
tt0178043,0,0
tt0756672,0,0
tt0309614,0,0
tt0758771,0,3345818
tt0448114,0,0
tt0383304,0,0
tt0456020,0,21353303
tt0385726,0,42938449
tt0396857,0,519802
tt0462329,0,0
tt0244521,0,31290
tt0267891,0,40442443
tt0760169,0,0
tt0375731,0,0
tt0292634,0,0
tt0306877,0,0
tt0328945,0,0
tt0465997,0,0
tt0451033,0,0
tt0774095,0,133113
tt0369672,0,2039526
tt0118768,0,0
tt0057261,0,0
tt0092610,0,0
tt0423505,0,0
tt0376720,0,0
tt0470982,0,0
tt0472118,0,0
tt0380687,0,0
tt0115886,0,838368
tt0839762,0,0
tt0417745,0,1650
tt0804551,0,0
tt0291341,0,7310206
tt0382810,0,3248506
tt0216772,13000000,1247949
tt0371675,0,0
tt0091538,0,5794184
tt0129871,0,0
tt0497329,0,0
tt0464320,0,0
tt0465925,0,0
tt0402743,0,1810
tt0447999,0,0
tt0354502,0,0
tt0480271,0,6086508
tt0433400,0,51024243
tt0253126,10000000,2340411
tt0214388,0,132555
tt0816527,0,0
tt0385307,0,101393569
tt0454839,0,0
tt0451262,0,0
tt0276830,0,6482919
tt0493424,0,53564
tt0451187,0,0
tt0048254,0,1330
tt0843878,0,0
tt0455362,0,1689984
tt0784972,10000000,1035056
tt0787475,0,14354608
tt0428390,0,0
tt0841027,0,2052190
tt0462373,0,283599
tt0827786,0,0
tt0437459,0,75700
tt0453533,0,2795983
tt0397530,0,3672809
tt0439834,0,0
tt0829424,0,0
tt0804506,0,0
tt0482374,0,325630
tt0400329,0,0
tt0490499,0,0
tt0458438,0,512000
tt0476995,0,17384424
tt0381116,0,0
tt0427089,0,4903131
tt0362636,0,0
tt0331488,0,0
tt0430634,0,31976848
tt0433412,0,16925277
tt0893509,0,779273
tt0490240,0,0
tt0485774,0,0
tt0095243,0,61149479
tt0835802,0,37516
tt0084237,0,6457117
tt0099204,0,27627310
tt0045758,0,953
tt0099615,0,21460601
tt0422774,0,58388068
tt0102370,4500000,29012935
tt0089869,0,2123562
tt0383353,0,0
tt0787523,0,691733
tt0189456,0,0
tt0120834,35000000,23049593
tt0048091,0,0
tt0064437,0,0
tt0056687,0,4154
tt0059183,0,0
tt0760311,0,83440
tt0478165,0,0
tt0494199,0,0
tt0437072,0,0
tt0431265,0,0
tt0484439,0,0
tt0103016,0,15545943
tt0493322,0,0
tt0425150,0,0
tt0405861,0,40070
tt0124595,0,8341087
tt1239438,0,932346
tt0451957,0,0
tt0385705,0,1228003
tt0045891,0,1482
tt0368128,0,0
tt1300590,0,0
tt0367093,0,0
tt0078841,0,30179435
tt0131646,30000000,11578059
tt0372303,0,0
tt0142804,0,0
tt0986233,0,3185113
tt0353489,3500000,943625
tt0365270,0,0
tt0089110,0,0
tt0079766,0,2258
tt1254207,0,0
tt0101329,0,40766041
tt0134033,0,474900
tt0163983,65000000,40443010
tt0210065,0,30915
tt0178737,0,4775847
tt0104427,0,29302121
tt0108265,0,5632086
tt0159784,0,0
tt0475289,0,0
tt0110024,0,0
tt0111693,0,50021959
tt0111190,0,0
tt0109644,0,0
tt0186975,11000000,24419914
tt0214641,0,0
tt0417658,0,2708087
tt0202381,0,0
